Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Personal Care,Fiama Di Wills Shower Gel Patchouli & Macadamia,19900,10,6,17900,250,FALSE,250
Personal Care,Listerine Fresh Burst Mouthwash,14000,10,4,12600,250,FALSE,250
Personal Care,Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin ,29900,17,5,24700,200,FALSE,200
Personal Care,Pantene Hair Fall Control Shampoo,24000,7,2,22100,340,FALSE,340
Personal Care,Fogg Master - Royal Intense,25000,0,5,25000,120,FALSE,120
Personal Care,TRESemme Smooth And Shine Conditioner,22000,0,5,22000,190,FALSE,190
Personal Care,Whisper Ultra Clean XL Plus Sanitary Pad,15500,0,6,15500,870,FALSE,15
Personal Care,"Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",9300,5,6,8800,80,FALSE,80
Personal Care,Nivea Soft Moisturizing Cream,31000,12,1,27200,200,FALSE,200
Personal Care,Patanjali Kesh Kanti Aloe Vera Hair Cleanser,8500,0,5,8500,200,FALSE,200
Personal Care,Neutrogena Deep Clean Foaming Cleanser,13000,11,2,11500,50,FALSE,50
Personal Care,Clean & Clear Morning Energy Berry Face Wash,15500,6,6,14500,100,FALSE,100
Personal Care,Pampers Premium Care New Baby Pants,32000,0,4,32000,24,FALSE,24
Personal Care,Vaseline Intensive Care Aloe Fresh,22500,9,6,20300,200,FALSE,200
Personal Care,L'Oreal Paris Dream Lengths Shampoo,14900,0,6,14900,192,FALSE,192
Personal Care,Johnson's Baby Oil,11500,0,4,11500,100,FALSE,100
Personal Care,Engage Man Rush Deodorant,19500,9,6,17600,150,FALSE,150
Personal Care,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,26400,0,6,26400,340,FALSE,340
Personal Care,Whisper Daily Liners Clean and Fresh,10500,0,4,10500,1160,FALSE,20
Personal Care,Himalaya Men Pimple Clear Neem Face Wash,18000,9,2,16300,100,FALSE,100
Personal Care,Pantene Adv Hairfall Solution Conditioner Silky Smooth,19000,0,5,19000,200,FALSE,200
Personal Care,Himalaya Prickly Heat Baby Powder,9000,10,6,8100,100,FALSE,100
Personal Care,Mamaearth Daily Moisturizing Lotion For Babies,19900,0,6,19900,200,FALSE,200
Personal Care,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,17500,0,3,17500,812,FALSE,14
Personal Care,Pampers Premium Care Pants - Medium,109900,18,6,89900,54,FALSE,54
Personal Care,Fiama Men's Refreshing Pulse Shower Gel,19900,10,6,17900,250,FALSE,250
Personal Care,Vaseline Original Skin Protecting Jelly,12500,10,6,11200,100,FALSE,100
Personal Care,Clean & Clear Foaming Face Wash,18000,10,6,16200,150,FALSE,150
Personal Care,Fiama Lemongrass and Jojoba Shower Gel,22500,20,6,18000,250,FALSE,250
Personal Care,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),18000,0,1,18000,174,FALSE,3
Personal Care,Listerine Fresh Burst Mouthwash,28500,7,6,26300,500,FALSE,500
Personal Care,Veet Full Body Waxing Kit,23500,7,6,21800,1160,FALSE,20
Personal Care,Listerine Original Mouthwash,5500,9,6,5000,80,FALSE,80
Personal Care,Santoor Almond Soft With Sandal & Almond Milk,18000,0,2,18000,625,FALSE,625
Personal Care,Nivea Body Shea Smooth with Shea Butter for Dry Skin,42500,20,5,34000,400,FALSE,9
Personal Care,Neutrogena Deep Clean Facial Cleanser,13000,0,4,13000,50,FALSE,50
Personal Care,"L'Oreal Paris Excellence Creme Hair Color, 3.16 Burgundy",55000,0,3,55000,159,FALSE,172
Personal Care,Johnson's Baby Powder,23500,0,6,23500,400,FALSE,400
Personal Care,Bombay Shaving Company Charcoal Face Wash,24900,0,4,24900,100,FALSE,100
Personal Care,Colgate Kids 2+ Years Extra Soft Toothbrush,2000,0,3,2000,58,FALSE,1
Personal Care,Veet Hair Removal Cream (Normal Skin),13500,5,6,12800,50,FALSE,50
Personal Care,Dove Daily Shine Shampoo,24000,0,4,24000,340,FALSE,340
Personal Care,L'Oreal Anti Hair Fall Conditioner,19900,0,6,19900,192,FALSE,192
Personal Care,Nivea Body Lotion Aloe Hydration For Normal Skin ,27500,10,6,24700,200,FALSE,200
Personal Care,Pampers Pants - Large,154900,45,3,84900,82,FALSE,82
Personal Care,"Engage Urge Deodorant For Men, Citrus And Woody, Skin Friendly",19500,10,6,17400,150,FALSE,150
Personal Care,Head & Shoulders 2 In 1 Anti Dandruff Smooth & Silky Shampoo+Conditioner,37500,10,6,33400,340,FALSE,340
Personal Care,Fem Fairness Natural Gold Skin Bleach,8500,7,4,7900,64,FALSE,64
Personal Care,Engage Deo Frost,19500,9,6,17600,150,FALSE,150
Personal Care,Stayfree Secure XL Size Sanitary Napkins,11500,0,5,11500,1160,FALSE,20
Personal Care,Pampers Pants - Medium,69900,21,1,54900,50,FALSE,50
Personal Care,Pampers Active Baby Diapers New Born Extra Small ,109900,22,3,84900,72,FALSE,72
Personal Care,"Nivea Creme, All Season Multi-Purpose Cream",17500,9,6,15800,100,FALSE,100
Personal Care,Woodwards Gripe Water ,5000,0,4,5000,130,FALSE,130
Personal Care,Clean & Clear Morning Energy Aqua Splash Face Wash,14500,9,5,13100,100,FALSE,100
Personal Care,Sunsilk Lusciously Thick & Long Shampoo,55500,6,6,52100,650,FALSE,650
Personal Care,Mamaearth Skin Correct Face Serum,59900,15,1,50900,30,FALSE,30
Personal Care,Chik Hairfall Prevent Egg Shampoo,17800,0,6,17800,340,FALSE,340
Personal Care,Pantene Silky Smooth Care Shampoo,22500,6,3,21000,340,FALSE,340
Personal Care,"Garnier Skin Naturals, Micellar Cleansing Water",19900,5,4,18900,125,FALSE,125
Personal Care,Set Wet Swag Avatar Deodorant & Body Spray Perfume For Men,19900,0,1,19900,150,FALSE,150
Personal Care,Pampers All Round Protection Pants - Medium,69900,17,6,57500,50,FALSE,50
Personal Care,Set Wet Deodrant Charm Avatar,19900,0,1,19900,150,FALSE,150
Personal Care,Nupur Heena Mehandi,19900,0,6,19900,500,FALSE,500
Personal Care,Head & Shoulders 2-in-1 Active Protect Shampoo,37500,9,6,33800,340,FALSE,340
Personal Care,Gillette Mach 3 Turbo Cartridges,64900,10,6,57800,232,FALSE,4
Personal Care,TRESemme Smooth And Shine Conditioner,21000,13,1,18200,190,FALSE,190
Personal Care,Bombay Shaving Company Sensitive Cartridges,37500,0,2,37500,116,FALSE,2
Personal Care,Himalaya Baby Lotion,30000,12,1,26400,400,FALSE,400
Personal Care,Old Spice Lime Lather Shaving Cream,7500,0,6,7500,70,FALSE,70
Personal Care,Colgate Sensitive Plus Anticavity Toothpaste ,14000,10,6,12600,70,FALSE,70
Personal Care,Colgate Toothpaste For Kids Motu Oatlu,9300,0,6,9300,80,FALSE,80
Personal Care,Pantene Total Damage Care Shampoo,12000,0,6,12000,180,FALSE,180
Personal Care,Himalaya Moisturising Aloe Vera Facial Wipes,10000,10,6,9000,25,FALSE,25
Personal Care,Savlon Moisture Shield Hand Wash,6900,0,5,6900,200,FALSE,200
Personal Care,Pampers Active Baby Diapers New Born Extra Small,36000,10,6,32400,24,FALSE,24
Personal Care,Himalaya Anti Dandruff Shampoo,26000,18,1,21300,400,FALSE,400
Personal Care,Himalaya Anti Hair Fall Shampoo,49000,25,4,36700,700,FALSE,700
Personal Care,Johnson's Baby Oil,20000,0,6,20000,200,FALSE,200
Personal Care,Vaseline Intensive Care Deep Moisture Body Lotion,32500,0,4,32500,400,FALSE,400
Personal Care,L'Oreal Paris Dream Lengths Conditioner,19900,0,1,19900,193,FALSE,193
Personal Care,Nivea Soft Light Moisturizing Cream,18500,15,6,15700,100,FALSE,100
Personal Care,Whisper Ultra Soft XL+ Sanitary Pads,55500,0,1,55500,60,FALSE,60
Personal Care,Palmolive Feel The Massage Shower Gel,24900,20,6,19900,250,FALSE,250
Personal Care,L'Oreal Paris Dream Lengths Conditioner,20900,0,3,20900,193,FALSE,193
Personal Care,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,28500,6,6,26600,340,FALSE,340
Personal Care,Mamaearth Moisturizing Baby Bath Soap,24900,0,4,24900,150,FALSE,150
Personal Care,Listerine Original Mouthwash,15000,10,6,13500,250,FALSE,250
Personal Care,Himalaya Gentle Baby Shampoo,17000,14,6,14600,200,FALSE,200
Personal Care,Dove Dryness Care Shampoo,26800,5,1,25200,340,FALSE,340
Personal Care,Dove Hair Fall Rescue Shampoo,28000,15,6,23600,340,FALSE,340
Personal Care,Head & Shoulders Anti Dandruff Shampoo Cool Menthol,29500,9,6,26600,340,FALSE,340
Personal Care,Bombay Shaving Company Defender Razor,34500,0,6,34500,58,FALSE,1
Personal Care,"Head & Shoulders Shampoo + Conditioner - 2-In-1, Cool Menthol",36500,0,1,36500,340,FALSE,340
Personal Care,Himalaya Baby Nourishing Massage Oil,20000,20,2,16000,200,FALSE,250
Personal Care,Himalaya Baby Powder,23500,20,6,18800,400,FALSE,400
Personal Care,Fogg Paradise Fragrant Body Spray For Women ,25000,0,6,25000,150,FALSE,150
Personal Care,Revive Revive Liquid,7100,0,6,7100,200,FALSE,200
Personal Care,Pantene Hairfall Control Conditioner,19000,6,6,17800,200,FALSE,200
Personal Care,Mamaearth Vitamin C Face Toner,39900,0,1,39900,200,FALSE,200
Personal Care,Himalaya Diaper Rash Cream,8000,10,2,7200,20,FALSE,20
Personal Care,Fogg Royal Fragrance Spray,23000,0,4,23000,150,FALSE,120
Personal Care,Dove Pink Rosa Beauty Bathing Bar,24500,9,6,22100,100,FALSE,100
Personal Care,Dove Dryness Care Conditioner Frizzy & Dry Hair,9000,6,4,8400,80,FALSE,80
Personal Care,Dettol Original Liquid Handwash Refill,10900,3,0,10500,750,TRUE,750
Personal Care,Parachute 100% Pure Coconut Oil,12300,0,0,12300,300,TRUE,300
Personal Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,3000,3,0,2900,406,TRUE,7
Personal Care,Dabur Gulabari Premium Rose Water,4800,2,0,4700,120,TRUE,120
Personal Care,Parachute Advansed Gold Coconut Hair Oil,21500,9,0,19400,400,TRUE,400
Personal Care,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,9000,10,0,8100,150,TRUE,150
Personal Care,Godrej No.1 Bathing Soap – Lime & Aloe Vera,10000,16,0,8400,500,TRUE,100
Personal Care,Sensodyne Sensitive Fresh Gel Toothpaste,11500,7,0,10600,75,TRUE,75
Personal Care,Whisper Bindazzz Nights XL + Sanitary Pad,9000,0,0,9000,406,TRUE,7
Personal Care,Whisper Choice Sanitary Pad ,3200,9,0,2900,406,TRUE,7
Personal Care,"Godrej No.1 Bathing Soap, Jasmine",8400,0,0,8400,400,TRUE,100
Personal Care,Gillette Venus Close & Clean Razor ,24900,7,0,23000,58,TRUE,1
Personal Care,Whisper Choice Regular Sanitary Pads,9000,3,0,8700,58,TRUE,20
Personal Care,Stayfree Secure Dry Cover Extra Large Sanitary Pad,4200,2,0,4100,406,TRUE,7
Personal Care,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,8200,9,0,7400,27,TRUE,27
Personal Care,Clean & Clear Morning Energy Lemon Face Wash,14500,9,0,13100,100,TRUE,100
Personal Care,Bajaj Almond Drops Hair Oil,6700,10,0,6000,100,TRUE,100
Personal Care,Bajaj Almond Drops Hair Oil Bottle,13000,7,0,12000,200,TRUE,200
Personal Care,Whisper Bindazzz Night Sanitary Pads XL Plus,18500,0,0,18500,870,TRUE,15
Personal Care,Godrej Cinthol Lime Refreshing Deo Soap,11600,0,0,11600,400,TRUE,400
Personal Care,"MamyPoko Pants Standard Diapers, Extra Large (12 - 17 kg)",39900,7,0,36900,26,TRUE,26
Paan Corner,Clove Sensitive Toothpaste with Anti-Sensitivity & Fluoride Formulation,16000,35,3,10400,80,FALSE,80
Paan Corner,Dettol Original Germ Protection Alcohol Based Hand Sanitizer,2500,0,6,2500,50,FALSE,50
Paan Corner,Colgate Visible White Toothpaste,11500,10,6,10300,100,FALSE,100
Paan Corner,Dettol SKincare Handwash Value Refill,10900,3,6,10500,750,FALSE,750
Paan Corner,Savlon Herbal Sensitive Liquid Handwash Refill Pouch,11500,4,6,11000,750,FALSE,500
Paan Corner,Colgate Total 12 Whole Mouth Protection Toothpaste,12000,10,6,10800,120,FALSE,120
Paan Corner,Lux International Creamy White Soap Bar,3500,2,6,3400,75,FALSE,75
Paan Corner,Colgate Herbal Toothpaste,11400,18,2,9300,200,FALSE,200
Paan Corner,Nivea Men Deodorant Fresh Active 48h Long lasting Freshness,22500,24,6,16900,150,FALSE,150
Paan Corner,Dabur Meswak Toothpaste,5800,5,6,5500,100,FALSE,100
Paan Corner,Colgate Max Fresh Cooling Crystals Toothpaste,10100,5,2,9500,150,FALSE,150
Paan Corner,Indulekha Bhringa Hair Oil,43200,15,6,36700,100,FALSE,100
Paan Corner,Colgate Sensitive Soft Bristles Toothbrush,5000,0,6,5000,58,FALSE,1
Paan Corner,Pears Pure & Gentle Glycerin Bath Soap,7500,0,6,7500,125,FALSE,125
Paan Corner,Vaseline Skin Protecting Jelly,7900,13,6,6800,50,FALSE,50
Paan Corner,Dettol Original Germ Protection Bathing Soap Bar,16600,5,4,15700,375,FALSE,375
Paan Corner,Dettol Intense Cool Soap (B4G1),26000,5,6,24700,625,FALSE,625
Paan Corner,Livon Anti-Frizz Serum,25000,10,3,22500,100,FALSE,100
Paan Corner,Lifebuoy Germ Protection Care Soap Bar,3000,3,3,2900,100,FALSE,125
Paan Corner,Lux International Creamy White Soap Bar,7000,10,6,6300,125,FALSE,125
Paan Corner,Godrej Nupur – 100% Pure Henna (Mehendi),1000,0,6,1000,18,FALSE,18
Paan Corner,Glow & Lovely Advanced Multivitamin Face Cream,21300,10,6,19000,110,FALSE,110
Paan Corner,Set Wet Style Vertical Hold Hair Gel,5000,10,4,4500,50,FALSE,50
Paan Corner,"Godrej Expert Rich Crème, Natural Black",3000,0,6,3000,20,FALSE,20
Paan Corner,Nycil Germ Expert Cool Herbal Talc,13000,8,1,11900,150,FALSE,200
Paan Corner,Godrej Expert Creme Hair Natural Brown Colour ,3000,0,6,3000,20,FALSE,20
Paan Corner,Veet Sensitive Skin Hair Removal Cream,13500,5,6,12800,50,FALSE,50
Paan Corner,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,5000,2,1,4900,80,FALSE,80
Paan Corner,Pears Pure And Gentle Value Pack Of 3 Bathing Soap,19900,6,5,18600,375,FALSE,375
Paan Corner,Gillette Presto Ready Shaver 5 Cartridges ,8800,6,6,8200,290,FALSE,5
Paan Corner,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,16000,10,4,14400,300,FALSE,300
Paan Corner,"Godrej Expert Rich Crème, Dark Brown",3000,0,4,3000,20,FALSE,20
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil ,18500,15,3,15700,100,FALSE,100
Paan Corner,Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free,29000,10,6,26100,625,FALSE,625
Paan Corner,Gillette Sensitive Shaving Foam,22500,6,4,21000,418,FALSE,418
Paan Corner,Dove Hair Fall Rescue Shampoo,15000,6,5,14100,180,FALSE,180
Paan Corner,Gillette Mach 3 Mens Razor Blades,49900,7,4,46000,232,FALSE,4
Paan Corner,Palmolive Aroma Absolute Relax Shower Gel,19900,20,2,15900,250,FALSE,250
Paan Corner,Godrej Protekt Germ Fighter Handwash,9900,0,6,9900,750,FALSE,750
Paan Corner,Dettol Hand Sanitizer,10000,5,6,9500,200,FALSE,200
Paan Corner,Dabur Amla Hair Oil,8800,0,2,8800,180,FALSE,180
Paan Corner,Dettol Original Liquid Handwash,8900,4,6,8500,200,FALSE,200
Paan Corner,L'Oreal Paris Total Repair 5 Conditioner,19900,0,6,19900,192,FALSE,180
Paan Corner,Patanjali Saundarya Aloe Vera Gel,9000,0,5,9000,150,FALSE,150
Paan Corner,Head & Shoulders 2 In 1 Anti Dandruff Shampoo Conditioner ,19500,10,4,17400,180,FALSE,180
Paan Corner,Clean & Clear Pimple Clearing Face Wash,13000,10,2,11700,80,FALSE,80
Paan Corner,Himalaya Anti Dandruff Shampoo,14000,8,2,12800,200,FALSE,200
Paan Corner,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,3000,3,6,2900,406,FALSE,7
Paan Corner,Savlon Moisture Shield Hand Wash,9900,4,6,9500,750,FALSE,750
Paan Corner,Dove Intense Repair Conditioner,19000,14,6,16200,175,FALSE,80
Paan Corner,Dabur Gulabari Rose Glow Face Cleanse,7500,5,4,7100,100,FALSE,100
Paan Corner,Parachute Jasmine Hair Oil,8200,9,6,7400,190,FALSE,190
Paan Corner,Johnson's Baby Skincare Wipes,7900,6,6,7400,1160,FALSE,20
Paan Corner,Dettol Skincare Liquid Hand Wash,7900,0,6,7900,200,FALSE,200
Paan Corner,Old Spice Original Lather Shaving Cream,7500,9,6,6800,70,FALSE,70
Paan Corner,Veet Hair Removal Cream Dry Skin,13500,5,5,12800,50,FALSE,50
Paan Corner,L'Oreal Paris Total Repair 5 Shampoo,26500,0,2,26500,396,FALSE,360
Paan Corner,Fiama Menthol & Magnolia Cooling Gel Bar Soap,16000,11,6,14100,375,FALSE,375
Paan Corner,Nivea Lip Balm Original Care for 24h Moisture with Shea Butter & Natural Oils,14000,15,6,11900,5,FALSE,4
Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft,9900,0,3,9900,232,FALSE,4
Paan Corner,Neutrogena Ultra Sheer Dry Touch SPF 50+ Sunblock Sunscreen Lotion,25000,10,3,22500,30,FALSE,30
Paan Corner,Clinic Plus Strong & Long Health Shampoo,49900,10,3,44900,650,FALSE,650
Paan Corner,Johnson's Baby No More Tears Baby Shampoo,9800,0,5,9800,100,FALSE,100
Paan Corner,Colgate Zig Zag Toothbrush,12000,0,3,12000,348,FALSE,6
Paan Corner,Savlon Moisture Shield Germ Protection Handwash Refill (Buy 1 Get 1 Free),18900,0,6,18900,1500,FALSE,1500
Paan Corner,Colgate Sensitive Everyday Protection Anticavity Toothpaste,7500,0,6,7500,40,FALSE,40
Paan Corner,Whisper Ultra Soft XL+ Sanitary Pads,33000,2,6,32300,30,FALSE,30
Paan Corner,Garnier Colour Naturals Hair Colour - 1 Natural Black,8000,0,1,8000,60,FALSE,60
Paan Corner,Axe Pulse Men's Deodorant,21000,0,6,21000,150,FALSE,150
Paan Corner,Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,9900,0,6,9900,232,FALSE,4
Paan Corner,Whisper Ultra Clean Wings XL+  Pouch,44900,7,6,41500,44,FALSE,44
Paan Corner,Whisper Choice Regular Sanitary Pads,9000,0,6,9000,1160,FALSE,20
Paan Corner,Axe Dark Temptation Men's Deodorant,21000,7,5,19400,150,FALSE,150
Paan Corner,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,15000,0,4,15000,180,FALSE,180
Paan Corner,Clinic Plus Strength & Shine Shampoo With Egg Protein ,10500,0,2,10500,175,FALSE,175
Paan Corner,Engage M1 Perfume Spray for Men ,21000,7,6,19400,120,FALSE,120
Paan Corner,Tresemme Keratin Smooth Conditioner,38000,0,3,38000,340,FALSE,340
Paan Corner,"Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",18000,0,1,18000,100,FALSE,100
Paan Corner,Origami Aloe Vera Wipes,7500,13,4,6500,25,FALSE,25
Paan Corner,"Engage Drizzle Deodorant For Women, Floral And Lavender, Skin Friendly",19500,10,6,17400,150,FALSE,150
Paan Corner,Gellette Presto Ready Shaver,2000,0,1,2000,58,FALSE,1
Paan Corner,Colgate Max Fresh Plax Mouthwash - Fresh Mint,15000,20,5,12000,250,FALSE,250
Paan Corner,Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,9900,0,6,9900,232,FALSE,4
Paan Corner,Godrej Protekt,9900,0,3,9900,750,FALSE,750
Paan Corner,Colgate Total Charcoal Anticavity Toothpaste,11000,10,3,9900,120,FALSE,120
Paan Corner,Colgate Kids 0-2 Extra Soft Tooth Brush,3000,16,6,2500,58,FALSE,1
Paan Corner,Gillete Mach3 ,26000,10,6,23400,116,FALSE,2
Paan Corner,Maybelline New York Colossal Kajal Black,14900,0,2,14900,0,FALSE,0
Paan Corner,Godrej Cinthol Lime Talc,5500,0,3,5500,100,FALSE,100
Paan Corner,Hamam Soap Bar Neem Tulsi and Aloe Vera,5800,0,6,5800,150,FALSE,150
Paan Corner,"Godrej Expert Rich Crème, Burgundy",3300,0,6,3300,20,FALSE,20
Paan Corner,Colgate Gentle Sensitive+ Toothbrush Pack Of 4,12000,10,4,10800,232,FALSE,4
Paan Corner,Nivea Creme All Season Multi-Purpose Cream ,17500,10,4,15700,100,FALSE,100
Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,9900,0,1,9900,232,FALSE,4
Paan Corner,Mamaearth 100% Natural Berry Blast Kids Toothpaste,14900,10,4,13400,50,FALSE,50
Paan Corner,HImalaya Gentle Baby Wipes,20000,10,3,18000,72,FALSE,72
Paan Corner,Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,34000,12,6,29800,28,FALSE,28
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 1 Black",62000,0,1,62000,172,FALSE,172
Paan Corner,Fem Fairness Naturals Saffron Skin Bleach,8500,15,4,7200,64,FALSE,64
Paan Corner,Engage Woman Blush Body Deo Spray,19500,10,5,17400,150,FALSE,150
Paan Corner,Dove Pink Rosa Beauty Bathinhg Bar,6000,0,6,6000,100,FALSE,100
Paan Corner,Sebamed Cleansing Bar,9900,10,4,8900,100,FALSE,100
Paan Corner,Pampers Premium Care Pants - Large,109900,18,2,89900,44,FALSE,44
Paan Corner,Nivea Women Deodorant Fresh Natural Long Lasting Freshness & 48h Protection,19900,20,2,15900,150,FALSE,150
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 3 Dark Brown/Natural Darkest Brown",62000,0,6,62000,172,FALSE,172
Paan Corner,Patanjali Kesh Kanti Natural Hair Cleanser,7500,9,4,6800,200,FALSE,200
Paan Corner,Godrej No.1 Bathing Soap – Lime & Aloe Vera,14900,0,6,14900,600,FALSE,600
Paan Corner,Pantene Advanced Control Hair Fall Solution Shampoo,12000,6,5,11200,180,FALSE,180
Paan Corner,Veet Full Body Waxing Kit For Dry Skin,23500,7,6,21800,1160,FALSE,20
Paan Corner,Johnson's Baby Skincare Wipes,24500,9,6,22100,72,FALSE,72
Paan Corner,Gillette Lemon Lime Shaving Foam,19900,11,4,17700,196,FALSE,196
Paan Corner,Old Spice After Shave Lotion Musk,21500,6,3,20000,100,FALSE,100
Paan Corner,Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,31500,0,4,31500,30,FALSE,30
Paan Corner,Himalaya Baby Powder,8000,8,4,7300,100,FALSE,100
Paan Corner,Fiama Men's Refreshing Pulse Shower Gel,22500,20,4,18000,250,FALSE,250
Paan Corner,Whisper Ultra Clean XL Plus Sanitary Pad,17500,0,5,17500,870,FALSE,15
Paan Corner,Johnson's Baby Powder,14300,0,6,14300,200,FALSE,200
Paan Corner,Dove Cream Beauty Bathing Bar,23500,9,6,21200,125,FALSE,125
Paan Corner,Patanjali Kesh Kanti Shikakai Hair Cleanser,9500,0,4,9500,200,FALSE,200
Paan Corner,L'Oreal Paris Color Protect Conditioner,19900,0,3,19900,192,FALSE,192
Paan Corner,Nivea Men Active Clean with Active Charcoal Shower Gel for Body Face & Hair,19900,4,5,19100,250,FALSE,250
Paan Corner,L'Oreal 6 Oil Nourish Conditioner,13500,0,1,13500,192,FALSE,192
Paan Corner,Godrej Easy Natural Black Hair Colour,2500,0,5,2500,20,FALSE,20
Paan Corner,Dabur Gulabari Rose Water Daily Glow,8000,6,2,7500,250,FALSE,250
Paan Corner,Himalaya Purifying Neem Face Wash,17000,10,6,15300,150,FALSE,150
Paan Corner,Fem Fairness Naturals Gold Skin Bleach,6500,9,3,5900,24,FALSE,24
Paan Corner,Whisper Choice Ultra XL Sanitary Pad,13300,2,5,13000,1160,FALSE,20
Paan Corner,Dove Dandruff Care Shampoo,15800,6,5,14700,180,FALSE,180
Paan Corner,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,28500,0,5,28500,340,FALSE,240
Paan Corner,L'Oreal Casting Creme Ebony Black Hair Color,55000,0,6,55000,159,FALSE,87
Paan Corner,Mamaearth Onion Hair Oil,39900,10,6,35900,150,FALSE,150
Paan Corner,L'Oreal Paris Casting Creme Gloss Hair Color (Dark Brown 400),55000,0,4,55000,159,FALSE,159
Paan Corner,Palmolive Naturals Sea Minerals Liquid Hand Wash,9900,10,6,8900,250,FALSE,250
Paan Corner,Oral-B Extra Soft Bristles Sensitive ,9800,0,4,9800,232,FALSE,4
Paan Corner,Engage M3 Perfume Spray for Men,20000,10,3,18000,120,FALSE,120
Paan Corner,Mamaearth Deeply Nourishing wash for Babies,19900,0,4,19900,200,FALSE,200
Paan Corner,Dettol Original Soap (B4G1),26000,5,6,24700,625,FALSE,625
Paan Corner,Woodward's Gripe Water,7500,0,6,7500,200,FALSE,200
Paan Corner,"MamyPoko Pants Extra Absorb Diapers, New Born",29900,6,5,27900,28,FALSE,28
Paan Corner,Johnson's Baby Soap,7000,0,6,7000,100,FALSE,100
Paan Corner,Engage M4 Perfume Spray For Men,20000,10,6,18000,120,FALSE,120
Paan Corner,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,6500,10,4,5800,40,FALSE,40
Paan Corner,Dove Hair Fall Rescue Conditioner,19000,0,4,19000,175,FALSE,175
Paan Corner,Himalaya Anti Hair Fall Shampoo,13000,12,2,11400,200,FALSE,200
Paan Corner,Fiama Peach & Avocado Gel Bar,17600,10,3,15800,375,FALSE,375
Paan Corner,Pears Pure & Gentle Value Pack Of 4 Bathing Soap ,12500,0,6,12500,75,FALSE,75
Paan Corner,Fiama Fresh Hand Wash,15000,6,3,14000,400,FALSE,400
Paan Corner,Palmolive Black Orchid And Milk Liquid Hand Wash,9900,10,6,8900,250,FALSE,250
Paan Corner,Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),16000,0,5,16000,232,FALSE,4
Paan Corner,Gillette Mach 3 Turbo Razor,34900,6,5,32500,58,FALSE,1
Paan Corner,Himalaya Baby Lotion,16500,12,3,14500,200,FALSE,200
Paan Corner,Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner,37500,0,1,37500,340,FALSE,180
Paan Corner,Sunsilk Lusciously Thick & Long Shampoo,24900,6,6,23400,340,FALSE,340
Paan Corner,Fiama Di Wills Men's Refreshing Pulse Shower Gel,22500,4,3,21400,250,FALSE,250
Paan Corner,Sebamed Anti - Dandruff Shampoo,60000,10,2,54000,200,FALSE,200
Paan Corner,Listerine Cool Mint Mouthwash - Mild Taste,15000,10,6,13500,250,FALSE,250
Paan Corner,"L'Oreal Paris Excellence Creme Hair Color, 4.25 Aishwarya's Brown",62000,0,6,62000,172,FALSE,172
Paan Corner,Himalaya Gentle Baby Bath,16500,9,6,15000,200,FALSE,200
Paan Corner,"L'Oreal Paris Casting Creme Gloss Hair Color, Medium Brown 500",55000,0,4,55000,160,FALSE,159
Paan Corner,L'Oreal Paris Color Protect Shampoo,28200,0,3,28200,360,FALSE,360
Paan Corner,Fiama Di Wills Lemongrass & Jojoba Gel Bar,17600,10,6,15800,375,FALSE,375
Paan Corner,Colgate Plax Peppermint Mouthwash,15000,20,5,12000,250,FALSE,250
Paan Corner,Dove Daily Shine Conditioner,9000,10,1,8100,80,FALSE,80
Paan Corner,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,11000,0,6,11000,200,FALSE,200
